question_id,project_id,task_type,condition,condition_label,blind_id,RAG,Skill,correctness,evidence_use,actionability,regulatory_basis,skill_workflow,applicable_total,raw_score,applicable_max,normalized_100,rationale,judge_reason,judge_status,attempts,question_source
PL002_Emission_固体,PL002,Emission_固废,B,LLM+RAG (B),R2,1,0,1,2,2,2,N/A,7,7,8,87.5,结论偏严但分析深入。利用RAG准确指出GB18599-2001已废止及适用边界问题，证据扎实。虽与金标“无误”结论不完全一致，但指出的标准版本冲突为报告真实缺陷，符合额外真实问题不扣分原则。,结论偏严但分析深入。利用RAG准确指出GB18599-2001已废止及适用边界问题，证据扎实。虽与金标“无误”结论不完全一致，但指出的标准版本冲突为报告真实缺陷，符合额外真实问题不扣分原则。,success,,old21_phase5_frozen
PL002_Emission_固体,PL002,Emission_固废,C,LLM+Skill (C),R3,0,1,1,2,2,N/A,2,7,7,8,87.5,体现完整审核工作流，发现标准章节缺失及代码不一致等实质问题。因无RAG未评法规依据。结论虽与金标有异，但指出的内部一致性问题是报告真实缺陷，分析逻辑严密，行动建议具体可执行。,体现完整审核工作流，发现标准章节缺失及代码不一致等实质问题。因无RAG未评法规依据。结论虽与金标有异，但指出的内部一致性问题是报告真实缺陷，分析逻辑严密，行动建议具体可执行。,success,,old21_phase5_frozen
PL002_Emission_固体,PL002,Emission_固废,D,LLM+RAG+Skill (D),R4,1,1,1,2,2,2,2,9,9,10,90.0,综合表现最优。结合RAG与工作流，精准识别危废代码前后矛盾、标准版本冲突及适用边界缺失等多重实质问题。证据链完整，法规依据充分，虽结论严于金标，但揭示了报告真实且关键的合规风险。,综合表现最优。结合RAG与工作流，精准识别危废代码前后矛盾、标准版本冲突及适用边界缺失等多重实质问题。证据链完整，法规依据充分，虽结论严于金标，但揭示了报告真实且关键的合规风险。,success,,old21_phase5_frozen
PL002_Emission_大气,PL002,Emission_大气,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论虽与参考答案不同，但准确识别出报告中NMHC限值前后矛盾、臭气高度匹配错误及标准列示不全等实质问题，证据定位精准，修改建议具体可执行，符合评分规则中关于额外真实问题的判定。,结论虽与参考答案不同，但准确识别出报告中NMHC限值前后矛盾、臭气高度匹配错误及标准列示不全等实质问题，证据定位精准，修改建议具体可执行，符合评分规则中关于额外真实问题的判定。,success,,old21_phase5_frozen
PL002_Emission_大气,PL002,Emission_大气,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,正确指出NMHC限值不一致及单位产品排放量指标缺失等报告实质缺陷，证据引用充分，法规依据准确，给出了统一限值和补充核算的具体建议，体现了对标准体系的深入理解。,正确指出NMHC限值不一致及单位产品排放量指标缺失等报告实质缺陷，证据引用充分，法规依据准确，给出了统一限值和补充核算的具体建议，体现了对标准体系的深入理解。,success,,old21_phase5_frozen
PL002_Emission_大气,PL002,Emission_大气,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,完整体现审核工作流，精准发现NMHC限值矛盾、因子名称不统一及厂界限值缺漏等问题，证据链清晰，虽无外部RAG支持，但基于报告内部一致性的核查结论可靠且具可操作性。,完整体现审核工作流，精准发现NMHC限值矛盾、因子名称不统一及厂界限值缺漏等问题，证据链清晰，虽无外部RAG支持，但基于报告内部一致性的核查结论可靠且具可操作性。,success,,old21_phase5_frozen
PL002_Emission_大气,PL002,Emission_大气,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,综合运用RAG与Skill，不仅发现限值矛盾，还利用外部标准指出臭气浓度30m排气筒取值方法错误及特征污染物识别不足，法规依据详实，整改建议极具针对性和专业性。,综合运用RAG与Skill，不仅发现限值矛盾，还利用外部标准指出臭气浓度30m排气筒取值方法错误及特征污染物识别不足，法规依据详实，整改建议极具针对性和专业性。,success,,old21_phase5_frozen
PL002_EnvQuality_Q01,PL002,EnvQuality,A,LLM (A=baseline),R1,0,0,1,2,2,N/A,N/A,5,5,6,83.33,无RAG下准确识别表3-1年份错位及变化率符号缺失等真实问题，证据定位精准且修改建议具体。因无法外部核验公报原文，未能确认核心数据正确性，故正确性扣1分，但符合盲评对额外真实问题的容错原则。,无RAG下准确识别表3-1年份错位及变化率符号缺失等真实问题，证据定位精准且修改建议具体。因无法外部核验公报原文，未能确认核心数据正确性，故正确性扣1分，但符合盲评对额外真实问题的容错原则。,success,,old21_phase5_frozen
PL002_EnvQuality_Q01,PL002,EnvQuality,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,利用RAG验证核心数据与公报一致，同时指出表格年份标注及变化率符号错误，结论全面准确。证据链完整，法规依据充分，修改建议具体可执行，体现了高质量的外部核验与内部审查结合。,利用RAG验证核心数据与公报一致，同时指出表格年份标注及变化率符号错误，结论全面准确。证据链完整，法规依据充分，修改建议具体可执行，体现了高质量的外部核验与内部审查结合。,success,,old21_phase5_frozen
PL002_EnvQuality_Q01,PL002,EnvQuality,C,LLM+Skill (C),R3,0,1,1,2,2,N/A,2,7,7,8,87.5,技能工作流完整，通过算术复算发现变化率符号及年份错位问题，证据使用得当。但因缺乏外部数据源，判定为“部分完成”略显保守，未明确肯定已验证部分的准确性，故正确性评1分。,技能工作流完整，通过算术复算发现变化率符号及年份错位问题，证据使用得当。但因缺乏外部数据源，判定为“部分完成”略显保守，未明确肯定已验证部分的准确性，故正确性评1分。,success,,old21_phase5_frozen
PL002_EnvQuality_Q01,PL002,EnvQuality,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,综合表现最佳。既通过RAG确认数据准确性，又精准指出表格年份误写、符号缺失及章节间引用年份不统一等问题。技能流完整，法规依据正确，修改建议具体，完全覆盖参考答案并补充了有效细节。,综合表现最佳。既通过RAG确认数据准确性，又精准指出表格年份误写、符号缺失及章节间引用年份不统一等问题。技能流完整，法规依据正确，修改建议具体，完全覆盖参考答案并补充了有效细节。,success,,old21_phase5_frozen
PL002_V01_Q01,PL002,V01,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论与参考答案一致，准确识别产品及工艺支持C2929分类。额外指出VOCs及原辅料数据不一致问题，证据定位清晰，给出了具体清洗复核建议，符合评分规则对真实问题的包容性。,结论与参考答案一致，准确识别产品及工艺支持C2929分类。额外指出VOCs及原辅料数据不一致问题，证据定位清晰，给出了具体清洗复核建议，符合评分规则对真实问题的包容性。,success,,old21_phase5_frozen
PL002_V01_Q01,PL002,V01,B,LLM+RAG (B),R2,1,0,1,2,2,2,N/A,7,7,8,87.5,虽认可基本合理，但对C2929归类提出边界不确定性并建议复核，与参考答案明确正确的结论存在实质偏差。尽管引用了RAG依据且发现了数据问题，但在行业判定核心结论上未完全对齐金标。,虽认可基本合理，但对C2929归类提出边界不确定性并建议复核，与参考答案明确正确的结论存在实质偏差。尽管引用了RAG依据且发现了数据问题，但在行业判定核心结论上未完全对齐金标。,success,,old21_phase5_frozen
PL002_V01_Q01,PL002,V01,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,结论与参考答案一致，确认行业类别基本合理且适合做样本。完整体现了审核工作流，额外发现的数据不一致问题有据可依，给出了明确的人工复核建议，无外部法规依赖下表现优秀。,结论与参考答案一致，确认行业类别基本合理且适合做样本。完整体现了审核工作流，额外发现的数据不一致问题有据可依，给出了明确的人工复核建议，无外部法规依赖下表现优秀。,success,,old21_phase5_frozen
PL002_V01_Q01,PL002,V01,D,LLM+RAG+Skill (D),R4,1,1,1,2,2,2,2,9,9,10,90.0,虽然工作流和法规引用完善，但对行业类别判定持保留态度并要求复核C2651可能性，与参考答案“正确”的定论存在实质差异。过度质疑导致核心结论偏离金标，即便发现了额外数据问题也无法弥补判定偏差。,虽然工作流和法规引用完善，但对行业类别判定持保留态度并要求复核C2651可能性，与参考答案“正确”的定论存在实质差异。过度质疑导致核心结论偏离金标，即便发现了额外数据问题也无法弥补判定偏差。,success,,old21_phase5_frozen
PL003_Emission_噪声,PL003,Emission_噪声,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论与参考答案一致，准确总结功能区、标准及限值并分析一致性。证据定位清晰，无问题时明确保持项和边界，符合评分规则。因rag/skill不可用，相关维度置null。,结论与参考答案一致，准确总结功能区、标准及限值并分析一致性。证据定位清晰，无问题时明确保持项和边界，符合评分规则。因rag/skill不可用，相关维度置null。,success,,old21_phase5_frozen
PL003_Emission_噪声,PL003,Emission_噪声,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,结论正确且与金标一致，利用RAG验证了标准限值，证据充分。无问题下明确了核验边界与保持项，行动建议具体。法规依据引用准确完整。skill不可用置null。,结论正确且与金标一致，利用RAG验证了标准限值，证据充分。无问题下明确了核验边界与保持项，行动建议具体。法规依据引用准确完整。skill不可用置null。,success,,old21_phase5_frozen
PL003_Emission_噪声,PL003,Emission_噪声,C,LLM+Skill (C),R3,0,1,1,2,2,N/A,2,7,7,8,87.5,核心标准选取判断正确，但判定“部分完成”属过度结论，偏离题目仅核查标准选取合理性的范围。指出了预测值缺失等真实额外问题不扣分。体现了完整审核工作流。,核心标准选取判断正确，但判定“部分完成”属过度结论，偏离题目仅核查标准选取合理性的范围。指出了预测值缺失等真实额外问题不扣分。体现了完整审核工作流。,success,,old21_phase5_frozen
PL003_Emission_噪声,PL003,Emission_噪声,D,LLM+RAG+Skill (D),R4,1,1,1,2,2,2,2,9,9,10,90.0,标准选取分析正确，但因缺外部区划文件判“部分完成”属过度结论，题目仅要求基于报告内容分析。指出了区划核验缺失的真实边界问题。法规与工作流体现完整。,标准选取分析正确，但因缺外部区划文件判“部分完成”属过度结论，题目仅要求基于报告内容分析。指出了区划核验缺失的真实边界问题。法规与工作流体现完整。,success,,old21_phase5_frozen
PL003_Emission_固体,PL003,Emission_固废,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论与参考答案一致，正确识别GB18599-2020缺失问题。证据引用准确，修改建议具体可执行。虽rag不可用导致法规依据无法外部核验，但内部逻辑自洽，符合评分规则对额外真实问题的认可。,结论与参考答案一致，正确识别GB18599-2020缺失问题。证据引用准确，修改建议具体可执行。虽rag不可用导致法规依据无法外部核验，但内部逻辑自洽，符合评分规则对额外真实问题的认可。,success,,old21_phase5_frozen
PL003_Emission_固体,PL003,Emission_固废,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,准确判定标准选取合理性及GB18599-2020缺失，与参考答案核心一致。RAG证据使用充分，法规依据完整支撑结论，给出了明确的补充标准建议，审核维度全面。,准确判定标准选取合理性及GB18599-2020缺失，与参考答案核心一致。RAG证据使用充分，法规依据完整支撑结论，给出了明确的补充标准建议，审核维度全面。,success,,old21_phase5_frozen
PL003_Emission_固体,PL003,Emission_固废,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,正确指出GB18599-2020缺失，并发现代码不一致等额外真实问题。工作流体现分步核查与边界界定，证据定位精准，修改意见具体。因无RAG故法规项为null，不影响整体高分。,正确指出GB18599-2020缺失，并发现代码不一致等额外真实问题。工作流体现分步核查与边界界定，证据定位精准，修改意见具体。因无RAG故法规项为null，不影响整体高分。,success,,old21_phase5_frozen
PL003_Emission_固体,PL003,Emission_固废,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,结论正确且完整覆盖参考答案要点，同时识别代码不一致等实质问题。RAG与工作流均有效应用，法规依据充分，证据链清晰，行动建议具体明确，表现最优。,结论正确且完整覆盖参考答案要点，同时识别代码不一致等实质问题。RAG与工作流均有效应用，法规依据充分，证据链清晰，行动建议具体明确，表现最优。,success,,old21_phase5_frozen
PL003_Emission_水污,PL003,Emission_水污,A,LLM (A=baseline),R1,0,0,1,2,2,N/A,N/A,5,5,6,83.33,RAG不可用故法规与流程评分为null。正确识别标准选取逻辑并指出名称不一致等真实问题，证据定位准确；因无法核验知识库一致性给出待复核结论合理，修改建议具体可执行。,RAG不可用故法规与流程评分为null。正确识别标准选取逻辑并指出名称不一致等真实问题，证据定位准确；因无法核验知识库一致性给出待复核结论合理，修改建议具体可执行。,success,,old21_phase5_frozen
PL003_Emission_水污,PL003,Emission_水污,B,LLM+RAG (B),R2,1,0,1,2,2,2,N/A,7,7,8,87.5,技能不可用故流程评分为null。利用RAG发现农村污水站属性与三级标准适用条件不匹配及水量矛盾等实质问题，证据充分；虽未确认最终合理性但指出了关键合规风险点，依据引用准确。,技能不可用故流程评分为null。利用RAG发现农村污水站属性与三级标准适用条件不匹配及水量矛盾等实质问题，证据充分；虽未确认最终合理性但指出了关键合规风险点，依据引用准确。,success,,old21_phase5_frozen
PL003_Emission_水污,PL003,Emission_水污,C,LLM+Skill (C),R3,0,1,1,2,2,N/A,2,7,7,8,87.5,RAG不可用故法规评分为null。完整体现审核工作流，精准识别水量矛盾、名称混用及限值冲突等报告内部实质问题；虽无法外部核验，但基于内部证据判定存在问题并给出具体整改项，分析深入。,RAG不可用故法规评分为null。完整体现审核工作流，精准识别水量矛盾、名称混用及限值冲突等报告内部实质问题；虽无法外部核验，但基于内部证据判定存在问题并给出具体整改项，分析深入。,success,,old21_phase5_frozen
PL003_Emission_水污,PL003,Emission_水污,D,LLM+RAG+Skill (D),R4,1,1,1,2,2,2,2,9,9,10,90.0,综合表现最优。完整执行工作流并有效利用RAG，既核查了内部数据矛盾（水量、名称），又通过知识库比对发现尾水标准可能偏低的合规风险；证据链完整，法规依据准确，复核建议极具操作性。,综合表现最优。完整执行工作流并有效利用RAG，既核查了内部数据矛盾（水量、名称），又通过知识库比对发现尾水标准可能偏低的合规风险；证据链完整，法规依据准确，复核建议极具操作性。,success,,old21_phase5_frozen
PL003_V01_Q01,PL003,V01,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论正确，证据引用准确。虽无外部标准核验，但基于报告内部证据链完整论证了行业分类合理性，且明确了审核边界与缺失依据，符合无RAG场景下的最佳实践。,结论正确，证据引用准确。虽无外部标准核验，但基于报告内部证据链完整论证了行业分类合理性，且明确了审核边界与缺失依据，符合无RAG场景下的最佳实践。,success,,old21_phase5_frozen
PL003_V01_Q01,PL003,V01,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,结论正确，充分利用RAG检索到的国标定义及校验说明佐证C2921归类，证据链完整且定位精准，法规依据充分支持结论，分析逻辑严密。,结论正确，充分利用RAG检索到的国标定义及校验说明佐证C2921归类，证据链完整且定位精准，法规依据充分支持结论，分析逻辑严密。,success,,old21_phase5_frozen
PL003_V01_Q01,PL003,V01,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,结论正确，体现了完整的分步核查工作流（代码一致性、产品、原料、工艺），证据引用详实。在无RAG条件下明确边界并指出缺失标准，技能执行规范。,结论正确，体现了完整的分步核查工作流（代码一致性、产品、原料、工艺），证据引用详实。在无RAG条件下明确边界并指出缺失标准，技能执行规范。,success,,old21_phase5_frozen
PL003_V01_Q01,PL003,V01,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,结论正确，结合了完整技能工作流与RAG外部标准验证。将项目工业保护膜用途与国标中工业薄膜定义精准匹配，证据与法规依据最为充分完善。,结论正确，结合了完整技能工作流与RAG外部标准验证。将项目工业保护膜用途与国标中工业薄膜定义精准匹配，证据与法规依据最为充分完善。,success,,old21_phase5_frozen
PL003_V01_Q03,PL003,V01,A,LLM (A=baseline),R1,0,0,2,1,2,N/A,N/A,5,5,6,83.33,基础核算正确，且依据评分规则指出报告后文废气投资不一致及沉淀池漏列等真实问题，不应扣分。但所引证据位置（root[8]）超出提供片段范围，定位模糊，故证据使用扣1分。修改建议具体可执行。,基础核算正确，且依据评分规则指出报告后文废气投资不一致及沉淀池漏列等真实问题，不应扣分。但所引证据位置（root[8]）超出提供片段范围，定位模糊，故证据使用扣1分。修改建议具体可执行。,success,,old21_phase5_frozen
PL003_V01_Q03,PL003,V01,B,LLM+RAG (B),R2,1,0,2,1,2,2,N/A,7,7,8,87.5,结论正确并识别出额外真实不一致问题。引用了有效的内部审核指南作为法规依据。但核心矛盾证据定位至未提供的root[8]，证据完整性不足。给出了明确的核实与补充说明建议，可操作性强。,结论正确并识别出额外真实不一致问题。引用了有效的内部审核指南作为法规依据。但核心矛盾证据定位至未提供的root[8]，证据完整性不足。给出了明确的核实与补充说明建议，可操作性强。,success,,old21_phase5_frozen
PL003_V01_Q03,PL003,V01,C,LLM+Skill (C),R3,0,1,2,1,2,N/A,2,7,7,8,87.5,准确完成基础核算并发现额外真实问题，符合不扣分规则。体现了完整的分步核查流程。但关键不一致证据指向未提供的文本段落，证据链存在断点。虽无外部法规引用，但内部一致性复核逻辑严密，行动建议明确。,准确完成基础核算并发现额外真实问题，符合不扣分规则。体现了完整的分步核查流程。但关键不一致证据指向未提供的文本段落，证据链存在断点。虽无外部法规引用，但内部一致性复核逻辑严密，行动建议明确。,success,,old21_phase5_frozen
PL003_V01_Q03,PL003,V01,D,LLM+RAG+Skill (D),R4,1,1,2,1,2,2,2,9,9,10,90.0,全面覆盖基础核算与额外真实问题，结论准确。结合了RAG指南与完整工作流。同样因引用未提供片段的证据导致定位扣分。提出了三项具体整改点，包括固废暂存设施明细澄清， actionable程度最高。,全面覆盖基础核算与额外真实问题，结论准确。结合了RAG指南与完整工作流。同样因引用未提供片段的证据导致定位扣分。提出了三项具体整改点，包括固废暂存设施明细澄清， actionable程度最高。,success,,old21_phase5_frozen
PL004_Emission_噪声,PL004,Emission_噪声,A,LLM (A=baseline),R1,0,0,2,2,2,N/A,N/A,6,6,6,100.0,结论与参考答案一致，且准确识别出报告中GB3096误用及工况矛盾等真实问题。证据定位精准，修改建议具体可执行。因rag/skill不可用，相关维度依规置null。,结论与参考答案一致，且准确识别出报告中GB3096误用及工况矛盾等真实问题。证据定位精准，修改建议具体可执行。因rag/skill不可用，相关维度依规置null。,success,,old21_phase5_frozen
PL004_Emission_噪声,PL004,Emission_噪声,B,LLM+RAG (B),R2,1,0,2,2,2,2,N/A,8,8,8,100.0,结论正确并发现额外真实问题。引用RAG验证标准限值，证据充分。给出了具体的修正建议和补充夜间限值要求，可操作性强。法规依据正确完整。skill不可用置null。,结论正确并发现额外真实问题。引用RAG验证标准限值，证据充分。给出了具体的修正建议和补充夜间限值要求，可操作性强。法规依据正确完整。skill不可用置null。,success,,old21_phase5_frozen
PL004_Emission_噪声,PL004,Emission_噪声,C,LLM+Skill (C),R3,0,1,2,2,2,N/A,2,8,8,8,100.0,结论正确，完整体现审核工作流，分步核查清晰。准确指出标准误用及工况矛盾，证据链完整。虽无RAG但内部一致性分析充分，行动建议明确。regulatory_basis因rag不可用置null。,结论正确，完整体现审核工作流，分步核查清晰。准确指出标准误用及工况矛盾，证据链完整。虽无RAG但内部一致性分析充分，行动建议明确。regulatory_basis因rag不可用置null。,success,,old21_phase5_frozen
PL004_Emission_噪声,PL004,Emission_噪声,D,LLM+RAG+Skill (D),R4,1,1,2,2,2,2,2,10,10,10,100.0,全维度表现最优。结合RAG与工作流，既确认标准选取合理，又精准指出工况矛盾、标准误用及限值缺失。证据详实，法规依据充分，修改建议具体明确，完全符合评分金标及额外问题不扣分原则。,全维度表现最优。结合RAG与工作流，既确认标准选取合理，又精准指出工况矛盾、标准误用及限值缺失。证据详实，法规依据充分，修改建议具体明确，完全符合评分金标及额外问题不扣分原则。,success,,old21_phase5_frozen
