question_id,file,type,sha256,bytes
PL003_Emission_噪声,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL003_Emission_噪声.json,judge_parsed,ba438294615e5fb41aff92b3e8ee1b0603c068fa6557dcef62eaf6e55db609b4,1778
PL003_Emission_固体,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL003_Emission_固体.json,judge_raw,7ccea0cb336aa8c8a343c86055d61561602263f968bc524c371a5102a1a24ca8,2187
PL003_Emission_固体,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL003_Emission_固体.json,judge_parsed,8c97f5d3ebab11d40d5b68f2193358b6467ae4a5807246bd0a1d5a4f4895efad,1797
PL003_Emission_水污,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL003_Emission_水污.json,judge_raw,52bccc16ba69a7c54e41d207673debcecd6908c1f242661c21bac103a5dee780,2294
PL003_Emission_水污,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL003_Emission_水污.json,judge_parsed,3e2e8bb143174b32bf7136a4563bf5b2b6c6a8622c4b7daab58aeb1f05cc3530,1904
PL003_V01_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL003_V01_Q01.json,judge_raw,dc28a7dbf0049651ef782dde5dbc1992c4f4f8ae85cdb754221ef709a492a129,2083
PL003_V01_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL003_V01_Q01.json,judge_parsed,b3dfb418ccd4fdc3f26b0dd6ac2c09d3e0e995b3ab04e02c99b7a228418febe7,1684
PL003_V01_Q03,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL003_V01_Q03.json,judge_raw,b39020fe862db2ca98e18ed75cc43df02a7cfdd6b82ce5ba832315b8dc5b6afc,2365
PL003_V01_Q03,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL003_V01_Q03.json,judge_parsed,0d17a18c2a6eb4fea9bc16cadf5675a4979f50f52369dd286c638e7f267477f0,1967
PL004_Emission_噪声,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL004_Emission_噪声.json,judge_raw,f37ad87990c0eeeccdcfaa4ac507254294f684280873102b0b623198d3e0cae8,2213
PL004_Emission_噪声,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL004_Emission_噪声.json,judge_parsed,19f6f4c6428ddc2c805157d4bdd0bae2ed7ae5cdd4ddbaedd303286dafb8ddd2,1823
PL004_Emission_固体,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL004_Emission_固体.json,judge_raw,46ab970459dc454f05b7f5832400f1ebbec0bb5af76ca0651b7cd5d060129bcb,2173
PL004_Emission_固体,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL004_Emission_固体.json,judge_parsed,ba547f41d7370ec3b3d648be63f10034a682b603ab342e276ac9d2394efb6d98,1783
PL004_Emission_水污,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL004_Emission_水污.json,judge_raw,0049aa8eedaab8e0bd724981c78a3a9df572c8843b39092718147d378e4b17a2,1936
PL004_Emission_水污,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL004_Emission_水污.json,judge_parsed,3f0db70c02f7dd6716f4be0e7b8f121e6083f16307fc44d9eeb262577026052c,1546
PL004_V01_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL004_V01_Q01.json,judge_raw,b45d8c0c8bfd01b2619fab3e8c52bf1a0806be1f0b3b2d73b141b2ca41906760,1993
PL004_V01_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL004_V01_Q01.json,judge_parsed,2131578e34f873985fd5ef6f4fced9a932513c9183fbfa54db38c03255bf6510,1594
PL005_Emission_噪声,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL005_Emission_噪声.json,judge_raw,3282eeb3f1c38e2dcbc3da36a8a3dbd3ff54fe61e77bf5afc506c2952a366027,2260
PL005_Emission_噪声,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL005_Emission_噪声.json,judge_parsed,cb22cb451741bf921dff8d2e467affc4c3b48cb68bf83f7602e47d5298d6e9a3,1870
PL005_Emission_固体,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL005_Emission_固体.json,judge_raw,cc69f836f7715737cd3c802f4ac1ca2bf5c8db7da27039c4dc5f4e5721bfcfc8,2166
PL005_Emission_固体,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL005_Emission_固体.json,judge_parsed,dfbf1cf21f80cf041f7bb27fa257541c4f2ffb1a7e1ac18067c101ba11a86a67,1776
PL005_Emission_水污,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL005_Emission_水污.json,judge_raw,ea33b51afddc3587281529f48f0d9c19e3629aad6d061de7009f9d7cd81e1004,2130
PL005_Emission_水污,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL005_Emission_水污.json,judge_parsed,b85fdcaad98fa8b911bc5aea03396d1c4db8499b6a99494bc665b5f8591b4d98,1740
PL006_CaptureEfficiency_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL006_CaptureEfficiency_Q01.json,judge_raw,33e868b4a4248e9150d388cf3d98e73aaafb806666fd0aa2f85959164f6d6e86,1946
PL006_CaptureEfficiency_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL006_CaptureEfficiency_Q01.json,judge_parsed,62e97cebda5815d5325caed24edd5a75bcdac4146a3ccf36229f0383e2d930e3,1561
PL006_Construction_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL006_Construction_Q01.json,judge_raw,9a6239ab7dfb7258d960b15780deccf1f665ca215824e42496c23dc0f40d79bb,2147
PL006_Construction_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL006_Construction_Q01.json,judge_parsed,c3b94650d23038fbc3dd0c9912c6c0e4426789dfc5023614cbb60fe22ee9ca78,1758
PL006_EnvQuality_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL006_EnvQuality_Q01.json,judge_raw,c34de83939178db1ea5970d7f11712e75c4c4bd64777814a8536ec8320bf1e47,1880
PL006_EnvQuality_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL006_EnvQuality_Q01.json,judge_parsed,ac0a2c515cc395e511aa5459b64fe92d3dc00faaed6f141eb89632ff08fcd325,1489
PL007_CaptureEfficiency_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL007_CaptureEfficiency_Q01.json,judge_raw,1d81c6a4b8b93633bd8430456f19164d46ce4acd541d1852b7a3078e1b4a7cbb,2348
PL007_CaptureEfficiency_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL007_CaptureEfficiency_Q01.json,judge_parsed,f6f109b2ea6165d4f5b265fe643ab37e7bd6f27094019958dfadb739a843cb24,1964
PL007_Construction_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL007_Construction_Q01.json,judge_raw,ec3ca0afc03c419b69a9af267215de238b9823ff6b4a57c3fb4d3471e72b3e17,2385
PL007_Construction_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL007_Construction_Q01.json,judge_parsed,999e1a9dd874dd03dc32db0e49c9f5f07c6363c141b649ad918e0760729449a7,1996
PL007_DesignAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL007_DesignAirflow_Q01.json,judge_raw,9e99717e95d449755f0ea8dfd78aafd63bc5236b25b4181a199376f1d1168801,2039
PL007_DesignAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL007_DesignAirflow_Q01.json,judge_parsed,d04da6c42f6fbf40f297402cacffa569e6210dcda782a3448e55d50e17f5bbe2,1651
PL008_Construction_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL008_Construction_Q01.json,judge_raw,56e48602c5698abb3d7ba79a286514a31d23a5eecd45b908f905dbc1e5e9c5b6,2147
PL008_Construction_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL008_Construction_Q01.json,judge_parsed,f9ce5b25ebd09c344dcf65f5cc6d1ac6d8d23dcf9e590b4d1d7c4e5b24ac58b9,1757
PL008_DesignAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL008_DesignAirflow_Q01.json,judge_raw,b4f54e8107e0a60bde96606e4aaa9e85ec45d405ed92fb5c432d60e40cddf125,2138
PL008_DesignAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL008_DesignAirflow_Q01.json,judge_parsed,936e124cd69258d0eab8fcabe0e19490f742e998320fd02583844c73155dc1f5,1750
PL008_VOCSTotal_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL008_VOCSTotal_Q01.json,judge_raw,72c8d433d7359f90acf418c4d67d13c5d723d7ffadb217ce52ba4fdfa0db4ebe,2093
PL008_VOCSTotal_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL008_VOCSTotal_Q01.json,judge_parsed,8bae58ae8cfdebaa49f906e82179b87871f9a07c70f6cc3aa7c30a8ea3e78639,1701
PL009_CaptureEfficiency_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL009_CaptureEfficiency_Q01.json,judge_raw,a7895d335bb815368b00da2ffdfb471834cecc8a39d0333013ea6b5bd794f7a6,2261
PL009_CaptureEfficiency_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL009_CaptureEfficiency_Q01.json,judge_parsed,c084ecd49d07edcf25312835d385ace79cb863548b3cf07d6cf76c3d97a75b1d,1877
PL009_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL009_Coefficient_Q01.json,judge_raw,3df9896a197d666547f7bb12a4e343e4c1eac9360917d6f8618d61e63905465a,2311
PL009_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL009_Coefficient_Q01.json,judge_parsed,d0dc57b9c7108b0d87ea94ee268ec7401358d5abb980ab46eabb483adf885320,1921
PL009_DesignAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL009_DesignAirflow_Q01.json,judge_raw,53e1180b34586832b5a4e279f71c81915407e1621afd51993b5493382a558d4e,2174
PL009_DesignAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL009_DesignAirflow_Q01.json,judge_parsed,502cb1f3486ecdb97fd2719006123bdad3a0669a74822ba6d5339a2454d6495b,1786
PL010_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL010_CaptureAirflow_Q01.json,judge_raw,325c324b28db7f88ef99f4cd3b3cd2d2254627d152e1ed8de7e9b45b2d746264,2036
PL010_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL010_CaptureAirflow_Q01.json,judge_parsed,842a61f3bccec536b5c6bd686163519864849c2710c85ac56313dcb2b964e2ec,1649
PL010_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL010_Coefficient_Q01.json,judge_raw,c64268770f96517043b4a55adcd878fcffe6ed1a6b62fcb4dff70f066d7c5b36,2166
PL010_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL010_Coefficient_Q01.json,judge_parsed,043296722468e976ec2a0c4631e60e4d68049dc1109e8969986bf75dba4145f8,1776
PL010_VOCSTotal_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL010_VOCSTotal_Q01.json,judge_raw,df22714526275f8dd2a27f93118a22d563c58bcefe5eaa86943543823c7f23fe,2015
PL010_VOCSTotal_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL010_VOCSTotal_Q01.json,judge_parsed,8ee59800a9869228956cb432b38609c05e73c2e1fc60f2a4bfa694aeaf877847,1623
PL011_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL011_CaptureAirflow_Q01.json,judge_raw,8df8d861c8c101dba77187bf0cab2cdeb6784d8a89deadb9f6936bc2fa2580d8,2397
PL011_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL011_CaptureAirflow_Q01.json,judge_parsed,0ec36f5dc6e9fa17afa68d06865cdea7ae04321bfffa612cb21a6c5703f9748d,2010
PL011_Construction_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL011_Construction_Q01.json,judge_raw,dd4faf2deeffdd4c112492a0ba9be03c10bc025c0e8b62d016f9e1ac9975f1a3,2263
PL011_Construction_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL011_Construction_Q01.json,judge_parsed,9faf5429d8828d0fe37a69b7b1a465a24aefd5397362ea0618dacfb1cc5cc2d5,1873
PL011_HazardousWaste_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL011_HazardousWaste_Q01.json,judge_raw,4fe08540c4f7bada338e0997a5820daf8f43e9496886a6d1b44bb7e2e72a13d9,2292
PL011_HazardousWaste_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL011_HazardousWaste_Q01.json,judge_parsed,19ffc98e1795b0ce09101c7a4f8daed40768419fb19cd1a70f06b474f01e3f58,1905
PL012_ActivatedCarbon_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL012_ActivatedCarbon_Q01.json,judge_raw,1027bd60a50af1464acde2c98436ca564db15afd286589ba40c0b8f7c2d167e0,2128
PL012_ActivatedCarbon_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL012_ActivatedCarbon_Q01.json,judge_parsed,2eb2c7e6f827ce8ad07d6d8cd9208cbf1bb63e94ca8834d385d6099f016cce1c,1742
PL012_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL012_CaptureAirflow_Q01.json,judge_raw,530a87eb5db478506c339fa90f208ed50604071b1b46ff9f2ba60888e6399e59,2360
PL012_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL012_CaptureAirflow_Q01.json,judge_parsed,3daf44679016f6c218baf72e527f4e484957ea4f098f7a564b4422c1f65550ee,1973
PL013_ActivatedCarbon_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL013_ActivatedCarbon_Q01.json,judge_raw,f4203a0fff1b172bb6229fb4cb88e2b7e848b7e4eab77bf26f2ecb8d48f3c314,2202
PL013_ActivatedCarbon_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL013_ActivatedCarbon_Q01.json,judge_parsed,a7aa76a3964b2f2c97ace3444fc6d655530c025151ad948796549cf67795b4f7,1816
PL013_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL013_Coefficient_Q01.json,judge_raw,2715564b8a4b5e746f8cef9af397e9a323bf67b55720e5169e11257efeb00de4,2003
PL013_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL013_Coefficient_Q01.json,judge_parsed,882490f4fd5aa0e36605746ad81c2afe6650cb79b3593fdda17a8f2372eea65f,1613
PL013_HazardousWaste_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL013_HazardousWaste_Q01.json,judge_raw,13e175c5cd7290cb401488a75c35a860ecf4b6dad88571c5e387b2d5dd00dd16,2163
PL013_HazardousWaste_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL013_HazardousWaste_Q01.json,judge_parsed,00ce26dfbc3d34fd8f09534b64861a598b7e3a456226e96dd6d1f8099d71f508,1776
PL014_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL014_CaptureAirflow_Q01.json,judge_raw,0ee282595b74735ff3540425494e98a459a68e82060094e8959bf135fdad4dae,2144
PL014_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL014_CaptureAirflow_Q01.json,judge_parsed,1abf33f55fcfcc5bdb50616b851a66171f27bae7454df7e518a0b0947878eb51,1757
PL014_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL014_Coefficient_Q01.json,judge_raw,a2338f88b1dc69abcecbf62833677ddf69d965e80181fd6e12bfa056e4cce461,2369
PL014_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL014_Coefficient_Q01.json,judge_parsed,6d0c209861dee77e28f72c7f79d7cf892d9965d789d1b5d2e329525830411f72,1979
PL015_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL015_CaptureAirflow_Q01.json,judge_raw,e72c721967fa4780a7f6d010524192bf8ded77f1cba99ac16f3dee705dd2b635,2344
PL015_CaptureAirflow_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL015_CaptureAirflow_Q01.json,judge_parsed,6754f083202c4c2f8c017fb19aee9707f81c2f487672f0c8a68838cc0526c347,1957
PL015_CaptureEfficiency_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL015_CaptureEfficiency_Q01.json,judge_raw,66906597dab6c64b61f6daef325665c65036ac731075c6ccfe07b7b3842dadeb,2261
PL015_CaptureEfficiency_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL015_CaptureEfficiency_Q01.json,judge_parsed,b212d46b3c0de74087bba23752b48980de8218e01ec75609803cb9a9fea2f6b4,1877
PL015_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL015_Coefficient_Q01.json,judge_raw,a6102011107cde4a835120f2711b23425506b8796e0f556a78f33b0ac9657c10,2153
PL015_Coefficient_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_parsed\PL015_Coefficient_Q01.json,judge_parsed,db5324ea53604a3aab2330029d5a9e080355b91b95abf61ecde83ad647278a02,1763
PL002_EnvQuality_Q01,E:\实验文件整理_按论文逻辑\07_评分与对比分析\48题_正式评分_20260822\judge_raw\PL002_EnvQuality_Q01.attempt1.failed.json,failed_attempt,f4a015d9cdbad6e0c0b7683a255d1ea45f570cf2a17107cde22d8b09ab07628f,119
