question_id,condition,blind_id,rag_available,skill_available,parsed_path,parsed_sha256
PL003_Emission_噪声,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL003_Emission_噪声.json,fdff5f261daf41440133055d18cbb4347d581604bff76a66eef82e693ea8da77
PL003_Emission_噪声,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL003_Emission_噪声.json,c7f93b388c71077ca8c174cfbd319b3b0f3d8c80f5143b0c0a4ef1ca0e82743d
PL003_Emission_固体,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL003_Emission_固体.json,9f630adc204f07edcfe6e3f1f58992247df72362d845b933959853b150896964
PL003_Emission_固体,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL003_Emission_固体.json,3b89ef60f983f61f19ed29182b134c1444664d19a88b5ca7640d3d1d6e435a33
PL003_Emission_固体,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL003_Emission_固体.json,c7de2a76cf5fa084515cd69bd4dc13270cfdffce096c0f974b05933527d59465
PL003_Emission_固体,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL003_Emission_固体.json,9a2d51fa984389bca32d02d65ddebbd82902208a3920b8b3a249633e8cbbf355
PL003_Emission_水污,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL003_Emission_水污.json,ebc9ca72831563648c511cd5cc1d25025c28957cc5d02c9d0c17fcf7a33232c8
PL003_Emission_水污,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL003_Emission_水污.json,e79b2283f3092b60124bc0f7192b4558a99645f0a33effa76ed7fd897b9c7795
PL003_Emission_水污,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL003_Emission_水污.json,293dd7691bf30e441791f98aee81677d85be5f309f773405f18492603f736f78
PL003_Emission_水污,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL003_Emission_水污.json,71ab747600ac0fb06d96927d9cbb7b8f772290a382f24ea209218e5363237a7d
PL003_V01_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL003_V01_Q01.json,b688704e6d7991e42e5cc9789770177293984ef437b5eb2b3975b92078bab538
PL003_V01_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL003_V01_Q01.json,daf69c4627791bf05164bfd04318b6f16cc984e18b6e19857f4cf3a6d25f901a
PL003_V01_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL003_V01_Q01.json,97c03b015b4df4935f1055f7b6f6dfb12105c5db2a4ac1211ee3e5a9bd63920e
PL003_V01_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL003_V01_Q01.json,b91d9eb39193e65f48188c06f49d63c82828f0240e0045e833f4c7b74c2f03d9
PL003_V01_Q03,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL003_V01_Q03.json,4a55cbf6d36a4ea0b0c90a6952543d752ab143c8092df8321271db66476624e5
PL003_V01_Q03,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL003_V01_Q03.json,027b27cae2c0b4f489159a442417769262ed4d577a2884e57afdbccd755a53cc
PL003_V01_Q03,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL003_V01_Q03.json,2205bb44724ab07372bd1b1a5a6e227a6c8cc821b8c4a113f3390b49aec163d9
PL003_V01_Q03,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL003_V01_Q03.json,5d92e04aa3450975fe714a1b0291414ef726547defd873ed697d22dc6d29acfe
PL004_Emission_噪声,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL004_Emission_噪声.json,1567a679bb2d4438abf930aa53dfa001033f171f7e11288eb5584236193b1938
PL004_Emission_噪声,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL004_Emission_噪声.json,3f8e137a9919f98f38fcc889a9a2f1ae66cb938dab3799fe389bcc83b53031e3
PL004_Emission_噪声,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL004_Emission_噪声.json,e838d28ed79f2602c60202d58f8429f14a9a8008b1d4b1bd29b6cb794f792bd1
PL004_Emission_噪声,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL004_Emission_噪声.json,4491598e262b8194969c047e81c6c21731d2a32d9dca0ceb0acc293b86978341
PL004_Emission_固体,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL004_Emission_固体.json,cfe66dd3e787ea668099a04c6ee1cf0da38e05a0a59075826c7ca62685d505be
PL004_Emission_固体,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL004_Emission_固体.json,2253011078a80a7e0a3752e6ef9896eb6a9517c3d88d5759dfde519ab5bc7a9c
PL004_Emission_固体,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL004_Emission_固体.json,27ce29e3584ee04a7180e16d6c7c35fabd59e16c5f23a523c8797a06c9bb64a9
PL004_Emission_固体,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL004_Emission_固体.json,237de5533be47611688412a3ef9fc1b85a44ddae0eb470fe31549d33bdc15cb6
PL004_Emission_水污,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL004_Emission_水污.json,271186e0667f90be5c712c7a897106a61b4a0c5663180e4c2aaf0209f92f87af
PL004_Emission_水污,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL004_Emission_水污.json,689d65e57bd3b7d27f30e8d026e3d388810595258d44025192e9c47eb50419bd
PL004_Emission_水污,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL004_Emission_水污.json,1b7af22e4eec94c8b4ff15ec0bffb1c8d2fbc5b74cb35d4113d93421a9877067
PL004_Emission_水污,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL004_Emission_水污.json,6e4d8bad65e4137ae21de3b6b84c8c20b03dfd6930c99e945381ca5e01403e22
PL004_V01_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL004_V01_Q01.json,a45251e750b131e29307e342f0b92de5d90541f809fae13eebe42f1cd72bcd90
PL004_V01_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL004_V01_Q01.json,36420ed7bd731dad31cb91babd0addd613d542f274c4cfed85fd5103f9c29115
PL004_V01_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL004_V01_Q01.json,f758d25d602d957cedf939b89981443353c39101835e0b63354df678f743fef4
PL004_V01_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL004_V01_Q01.json,6f909e56461e9bcc3cf04fb73d05c13f601043849fba289077babb8088390fb3
PL005_Emission_噪声,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL005_Emission_噪声.json,93a61454816aee6d81eda923ebb9066723b7895cfe67bafec46c1c9dc73b2eb7
PL005_Emission_噪声,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL005_Emission_噪声.json,b4293bd1d8013f4183de626c692e9de29e910d6734aa231a1b78207642c6c74a
PL005_Emission_噪声,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL005_Emission_噪声.json,2379a7c7b37fa685a63b999736cbc29c1bbcb94c58dc93f5c9ea9bb19369334e
PL005_Emission_噪声,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL005_Emission_噪声.json,75d894208afcabe92d53d02caf722b9255d611488712b62878d404b5f585c92b
PL005_Emission_固体,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL005_Emission_固体.json,e32b54e5468fedff171b179f4be529cfc64a1cc9356fdf8a0f677e50edde16a4
PL005_Emission_固体,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL005_Emission_固体.json,54725cf100999882916da207dcb252b5bd470f836e623484a16aaad7d61a6bdb
PL005_Emission_固体,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL005_Emission_固体.json,795479c39177b91fb1644cc813a011d05b7388482033c5dff7080616ca0ec6c5
PL005_Emission_固体,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL005_Emission_固体.json,f20b5ed12796f2d27daef6d85d7cf1aae5e0fc94c630dd1b236c62b246f55a09
PL005_Emission_水污,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL005_Emission_水污.json,2bba6ca563bc49a6c917824dc9fc928a690645bd72907527dd3d0c153da1bfb1
PL005_Emission_水污,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL005_Emission_水污.json,9008620b3f2bb5cf775e8362e89322ca13ea91034733b309d4da399f81be52df
PL005_Emission_水污,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL005_Emission_水污.json,14e9b2421ea8c964275bb57fbec1bfd25f0f5da20e7bc79af1085c39cfdc058f
PL005_Emission_水污,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL005_Emission_水污.json,d54a060688ab82f5aabebfd2fabf878fb1d259d337a933c6b2fd3fab374b4c91
PL006_EnvQuality_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\A\PL006_EnvQuality_Q01.json,4511396a9167bbc2750d5522cfd032ee0ae4909141609016aca09e1f68cabff1
PL006_EnvQuality_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\B\PL006_EnvQuality_Q01.json,72c65b856357ab8562e5ddf4be94649947bc7b950cea5b1ed73a13a72c444907
PL006_EnvQuality_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\C\PL006_EnvQuality_Q01.json,db12a6089282b25352b0484588b9f5c9f29041382801af04562afba1d19555c5
PL006_EnvQuality_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\第五阶段_qwen3.8-max_冻结实验_20260812\parsed_outputs\D\PL006_EnvQuality_Q01.json,140b5a20b9b7b5a4998257b301939270435fdab5cd488a6701d1b04415341bd3
PL006_CaptureEfficiency_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL006_CaptureEfficiency_Q01.json,c5f984dc4783e5e3a2d06306c153164f382288f06ce93a3b67fdd0fca694fb68
PL006_CaptureEfficiency_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL006_CaptureEfficiency_Q01.json,1b9f416a63d2afb52fe53a6b7c22991eb8f6020d75c53a7b54db1d66842e2d2c
PL006_CaptureEfficiency_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL006_CaptureEfficiency_Q01.json,eda8ebfd5267edca8ce404d0b27f8099d80cb39ec9a07205f61614a3ee42b5ad
PL006_CaptureEfficiency_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL006_CaptureEfficiency_Q01.json,65457930ec93f2362cf1463f14ebd9b9b7fc3a53ac527671baedf9931ce00e13
PL006_Construction_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL006_Construction_Q01.json,d4ce22bf762ed6608e481a8692d9e960f6561e85921e1b61557d2306149dbaed
PL006_Construction_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL006_Construction_Q01.json,d987230a7fc09a4d5e413e97224bbdd047e93550a35fe90b828531f33287e6af
PL006_Construction_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL006_Construction_Q01.json,4cb056920928a245d0df15856fd8c2bd95074979dcb39812a452bf9a2692b147
PL006_Construction_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL006_Construction_Q01.json,43a476a167e2fbb055ecdd953fb0274b800654a18e6a44ef8348cf27116f2e22
PL007_CaptureEfficiency_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL007_CaptureEfficiency_Q01.json,ecde83492b3b3492a8309f339d3c3ac621045d793f6d14ae4dea5dcd1194145d
PL007_CaptureEfficiency_Q01,B,R2,true,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\B\PL007_CaptureEfficiency_Q01.json,efe91b1acdd7c1030aeea67951e8b774d873dfbfdf9302f118dd3b01cb292fa3
PL007_CaptureEfficiency_Q01,C,R3,false,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\C\PL007_CaptureEfficiency_Q01.json,1ab41271f1ed0ffde04d59879b9a93385d8120b833c3d239beb7beca8e272701
PL007_CaptureEfficiency_Q01,D,R4,true,true,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\D\PL007_CaptureEfficiency_Q01.json,10772d4c22e07e644a72eb652f908f4d7dfeb34f6ea471a143dd1a30a9be74d9
PL007_Construction_Q01,A,R1,false,false,E:\实验文件整理_按论文逻辑\06_ABCD四组实验结果\新增40题_qwen3.8-max_正式实验_20260820\parsed_outputs\A\PL007_Construction_Q01.json,efdfdbe4afd4a160bb0adda17d2365e5aa2f5c374161bb6719cf4ce946ae41b6
