category,object_type,object_id,file_path,file_name,size_bytes,modified_time,sha256
original_word,word_report,PL007,E:\实验文件整理_按论文逻辑\实验\09_input_reports\原始Word版\PL007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见.docx,PL007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见.docx,10467713,2023-03-14T16:44:48,786d3825b44cd3cfff0068c54d1e2c979e4be22d02977ebaa516b8d3421305f8
original_word,word_report,PL008,E:\实验文件整理_按论文逻辑\实验\09_input_reports\原始Word版\PL008_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见.docx,PL008_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见.docx,24958563,2023-06-12T09:14:24,e6d52542295ab9b1221ee8bfd42c816bd2f86a0d280c33bf7a16e3f541b0adc6
original_word,word_report,PL010,E:\实验文件整理_按论文逻辑\实验\09_input_reports\原始Word版\PL010_悍高集团股份有限公司功能拉篮车间搬迁扩建项目_01_修改评估意见.docx,PL010_悍高集团股份有限公司功能拉篮车间搬迁扩建项目_01_修改评估意见.docx,28152698,2023-10-20T16:11:20,774883d9fcc63f75d98691ecddf42a1f534904f868a430841351357fc30632c8
original_word,word_report,PL013,E:\实验文件整理_按论文逻辑\实验\09_input_reports\原始Word版\PL013_佛山市顺德区百洛电器有限公司迁扩建项目_01_修改评估意见.docx,PL013_佛山市顺德区百洛电器有限公司迁扩建项目_01_修改评估意见.docx,22688303,2023-09-26T09:19:56,f60fa55ac054ac4871b2a33a6ad3016b99d65f962acc5c28ea30db027d69009a
original_word,word_report,PL014,E:\实验文件整理_按论文逻辑\实验\09_input_reports\原始Word版\PL014_佛山市顺德区蓝顿涂料有限公司迁建项目_01_修改评估意见.docx,PL014_佛山市顺德区蓝顿涂料有限公司迁建项目_01_修改评估意见.docx,14966677,2024-02-28T15:20:12,b3945c92a79c6c3aa7af220e71f145985fd87d0250a76ef8fb8dc992ae9c12b5
original_word,word_report,PL015,E:\实验文件整理_按论文逻辑\实验\09_input_reports\原始Word版\PL015_佛山市镪优金属制品有限公司迁扩建项目_01_修改评估意见.docx,PL015_佛山市镪优金属制品有限公司迁扩建项目_01_修改评估意见.docx,9995621,2023-05-31T14:05:32,4e0a98ea439a1af14a71129a643b88e189e0a36dad5188ac264ae4cde1918b1b
parsed_json,json_report,PL001,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL001_佛山市亮正新材料有限公司新建项目.json,PL001_佛山市亮正新材料有限公司新建项目.json,186267,2026-07-15T14:07:50.916981,0c46dbbad74c1ef8ee70b9ff170c4f5409557899d0f87fa59a9eae77da2df240
parsed_json,json_report,PL002,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目.json,PL002_佛山市顺德区启卓工程塑料实业有限公司搬迁项目.json,242685,2026-07-15T14:16:58.014913,1165e4d65f8d48f9640be87e9244c6a6d554116c1adf2166b5c92a47da349057
parsed_json,json_report,PL004,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL004_恒励新材料科技(佛山)有限公司新建项目.json,PL004_恒励新材料科技(佛山)有限公司新建项目.json,238113,2026-07-15T14:08:01.928427,723ee3e7cf7efa7caaffa8d83f823931c9f6c15e23fa278bea4cf69b8cd9e669
parsed_json,json_report,PL005,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL005_佛山市润特龙清洁用品有限公司新建项目.json,PL005_佛山市润特龙清洁用品有限公司新建项目.json,182878,2026-07-15T14:17:00.954330,e499c7b68b53f532ca987fa87ac627fd5e126995ea11c13bb23b0467fc79a697
parsed_json,json_report,PL006,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL006_佛山市顺德区乐鲸科技有限公司年产五金拉手300万个新建项目.json,PL006_佛山市顺德区乐鲸科技有限公司年产五金拉手300万个新建项目.json,132518,2026-07-23T14:47:35.767658,63470d6e5c91f327841ba66323b13adbee9de1ab2fdb7b53b11419be2c9056d3
parsed_json,json_report,PL007,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL007_007_广东云晟新材料有限公司年产水性涂料2400吨新建项目.json,PL007_007_广东云晟新材料有限公司年产水性涂料2400吨新建项目.json,132959,2026-07-23T14:47:36.046343,d852cbd55de3baa2913eac08f459226c632edc58972bbf3e7145056b2c70d56d
parsed_json,json_report,PL008,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL008_佛山市顺德区亚马逊涂料有限公司迁扩建项目.json,PL008_佛山市顺德区亚马逊涂料有限公司迁扩建项目.json,271240,2026-07-15T14:17:06.474747,66be476041d56ef995a805e603d2c23da2ce462e983efeaaa7f37680579ea00b
parsed_json,json_report,PL010,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL010_悍高集团股份有限公司功能拉篮车间搬迁扩建项目.json,PL010_悍高集团股份有限公司功能拉篮车间搬迁扩建项目.json,267207,2026-07-23T14:47:37.288492,61fdefeff48a19565f1698ace378c8fbdac8f5aebb33272f6698b3283452b489
parsed_json,json_report,PL013,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL013_佛山市顺德区百洛电器有限公司迁扩建项目.json,PL013_佛山市顺德区百洛电器有限公司迁扩建项目.json,114713,2026-07-23T14:47:38.372695,693e6773d39ab0c559c5136be8885ebcb7596553139ece0ade31077a1a0a9a56
parsed_json,json_report,PL014,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL014_佛山市顺德区蓝顿涂料有限公司迁建项目.json,PL014_佛山市顺德区蓝顿涂料有限公司迁建项目.json,293163,2026-07-15T14:17:08.653847,7f2c4b45caba73ea2797ca2b8b8d1305f447ee62dceea3cd9f343d4752f3611e
parsed_json,json_report,PL015,E:\实验文件整理_按论文逻辑\实验\09_input_reports\PL015_佛山市镪优金属制品有限公司迁扩建项目.json,PL015_佛山市镪优金属制品有限公司迁扩建项目.json,189236,2026-07-23T14:47:38.650764,ebe81127981a4b87e347808af47f15281bb7e4a9af9efcf27074ec463b974c43
report_context,context_snapshot,v3,E:\实验文件整理_按论文逻辑\实验\03_knowledge_base\report_context_v3.jsonl,report_context_v3.jsonl,77876,2026-08-28T22:27:01.923131,f6d73a8c6039f136cb6e8292ea2d164ddfef6c60747176ede7c612f9c18032ac
knowledge_base,web_snapshot,web_v3_3,E:\实验文件整理_按论文逻辑\实验\03_knowledge_base\pilot16_web_snapshot_v3_3.jsonl,pilot16_web_snapshot_v3_3.jsonl,46903,2026-09-03T10:25:01.162440,4da7efd51a6fbf9523ce96ac6956ec3c56b6599f5be26cc1b850bdb6c368fe1c
knowledge_base,rag_snapshot,rag_v3_3,E:\实验文件整理_按论文逻辑\实验\03_knowledge_base\pilot16_rag_snapshot_v3_3.jsonl,pilot16_rag_snapshot_v3_3.jsonl,813570,2026-09-03T10:54:33.311992,a5bc50b6df351d3ef297a8670c099977475c220c30e4c3ef327422632998c743
knowledge_base,rag_manifest,rag_manifest_v3,E:\实验文件整理_按论文逻辑\实验\03_knowledge_base\pilot16_rag_manifest.json,pilot16_rag_manifest.json,940,2026-09-01T21:10:43.165123,82eeb3c96dab45fa5c7884565d43258a5b0c24903fb79c0499a60b7c2e639935
knowledge_base,rag_manifest,rag_manifest_v3_alt,E:\实验文件整理_按论文逻辑\实验\03_knowledge_base\rag_manifest_v3.json,rag_manifest_v3.json,704,2026-08-28T22:27:55.915756,6475e21c8af0d29457844b6e1a03a4750ea6ca3a8fc84947a8757d3362513863
prompt_manifest,manifest_retest27,targeted_retest_27,E:\实验文件整理_按论文逻辑\实验\07_results_v2\pilot17_targeted_retest\prompt_manifest.jsonl,prompt_manifest.jsonl,13317,2026-09-03T12:02:03.701584,b3a2925a3edfb3164834f79e27e1cb2451cca99b23ef434392e246436c700d86
experiment_result,raw_output,raw_retest_27,E:\实验文件整理_按论文逻辑\实验\07_results_v2\pilot17_targeted_retest\raw_outputs_27.jsonl,raw_outputs_27.jsonl,86695,2026-09-03T14:24:05.466729,0f10528dd45a62526cd7358354a5ba3b6433354e65797639d9f6f60ba6de24f6
experiment_result,raw_output_backup,raw_retest_27_backup,E:\实验文件整理_按论文逻辑\实验\07_results_v2\pilot17_targeted_retest\raw_outputs_27_backup.jsonl,raw_outputs_27_backup.jsonl,103410,2026-09-03T12:34:12.977681,999f7333a0314a1626e3f5daa5218d6bcbcd74fde95eabb998349acadfc9dfdb
experiment_result,scoring_result,score_retest_27,E:\实验文件整理_按论文逻辑\实验\07_results_v2\pilot17_targeted_retest\scoring_results_27.xlsx,scoring_results_27.xlsx,10154,2026-09-03T12:36:18.807591,ae5c5fba9689cb6d9c8b54e16ac470ae832cfe1a55bc4eb05fd6c1224d7f02b8
experiment_result,auto_scoring,autoscore_retest_27,E:\实验文件整理_按论文逻辑\实验\07_results_v2\pilot17_targeted_retest\auto_pre_scoring.jsonl,auto_pre_scoring.jsonl,104602,2026-09-03T12:36:18.736179,bec721b4a4ffa6ee512f7f38f60f924e99f9eba16638b89c048a2dc201def2aa
experiment_result,run_config,config_retest_27,E:\实验文件整理_按论文逻辑\实验\07_results_v2\pilot17_targeted_retest\run_config_frozen.json,run_config_frozen.json,977,2026-09-03T12:02:03.713960,1dce6dc69cb827b611444a5954b180149731f805c3402335803c7eb6245c5bfd
core_code,design,canonical_v3,E:\实验文件整理_按论文逻辑\实验\EXPERIMENT_CANONICAL.md,EXPERIMENT_CANONICAL.md,10244,2026-09-03T11:42:52.399810,28f7291113387fc61564d52e9afb55d2f7ae07e443d7e50137de66a6d4c9c4f6
core_code,config,frozen_config,E:\实验文件整理_按论文逻辑\实验\05_scripts\frozen_config.py,frozen_config.py,4018,2026-09-03T10:55:17.923523,e77a66ac7a633d8dc02659c9577af44d343bebb4811b0d5ab13f57f42dd889bb
core_code,script,context_builder_v33,E:\实验文件整理_按论文逻辑\实验\05_scripts\build_report_context_v3_3.py,build_report_context_v3_3.py,49924,2026-09-02T22:00:24.921725,6d7dd80b5b582c4cd7270d13878c651b0e900325a0cd686d414b45a09e7d579b
core_code,script,runner_abc,E:\实验文件整理_按论文逻辑\实验\05_scripts\run_pilot16_abc.py,run_pilot16_abc.py,23250,2026-09-03T10:59:09.551861,ab4798c1a96ca8f54a9c2c11dc648ea8259d3de6062fe1c34e18ed115a9fbcb9
core_code,script,scorer_abc,E:\实验文件整理_按论文逻辑\实验\05_scripts\auto_pre_score_abc.py,auto_pre_score_abc.py,10711,2026-09-03T11:01:47.643070,ce8854f92c273082ec00b1a8312164a7b068c4e97693ff52786e2b3298b5366f
core_code,prompt,system_prompt_v2,E:\实验文件整理_按论文逻辑\实验\04_prompts\system_prompt_FROZEN_v2.txt,system_prompt_FROZEN_v2.txt,1161,2026-09-03T10:55:34.415806,74ed7282a9aaea7c2fcd9bf8ca34e3089674d51bc8b1e2513e3022cc5d418396
